Care Provider Name,Care Provider ID,Time Zone,Program Name,Outreach Program ID,Outreach Use Case,Category,Call Launch Date,Call Launch Hour,Scheduled Count,Launched Count
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health 48 Hour Virtual Appointment Reminder,612e3e38ff1672b6258055c1,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,45,45
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure - 24Hr,615b036474410f8b9f36d469,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,3,3
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Heart Failure ,615f3e20ff167258579a6fa2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,7,7
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova COVID-19 Positive Results,61e1aeda74410f53e5f598b4,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,26,24
Advocate Aurora Health,5b856d97d27cbeda1d99f29c,Central Time (US & Canada),AAH WI IP Care Transitions,61c32eb9ff167271769ae35b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,90,90
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Covid Positive Outreach,61e83649ff1672d9fb51d0a3,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,7,6
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Covid Negative Outreach,61e862c3a8cd74ee686b5ecf,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,16,14
Kaiser Permanente,61f81b43ff1672ea3f5264f2,Pacific Time (US & Canada),Transitions Program Outreach,622ba432ff1672f566873131,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,116,102
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 5D Appointment Reminder,622fff85d27cbe2de24d2d65,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,1825,1346
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge - Generic Longitudinal ,6234a04fff1672a99e397310,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,25,25
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),Ad-Hoc Commercial ACO Longitudinal,6238e3a1d27cbe2e8e5a038a,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),16,2,2
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR PNE Care Transitions Call,5600649561706f3edee60200,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,2,2
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR CHF Care Transitions Call,560060075241497a9d760200,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,2,2
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),NICU Post Discharge,58050c81acc0db5aa62514d6,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,10,9
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Mother Baby Post Discharge 2,58fee971d27cbe95e4dd0376,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,73,72
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V2-no Live Transfer,5fc6845dd27cbed020275db4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,36,36
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V2-No Live Transfer,5fc7bd19d27cbed30a25cea2,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,15,15
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-Confirm Only No Arrival,5f8ee117d27cbe5f17178d56,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,3,3
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-V3-NoLiveTransfer,5fc7b6cfff1672b8bb84dd88,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,3,2
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-General Confirm Only,5f3bfc97d27cbefcc87718c4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,1,1
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-Confirm Only No Arrival,5f88521d74410f29d848391d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,21,21
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V3-Live Transfer,5fc8184174410f154db476bd,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,15,14
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-Ortho Trauma,5f62363774410ff55ce98831,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,26,6
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-Live Transfer,5fc80891ff1672b3e791592f,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,30,30
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (Spanish),5f0f5063d27cbed963faf91c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,2,2
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),AR-CT/MRI/PET,5f49426ed27cbe4f73ee5dfd,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,3,3
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),Enloe -  5 Day Appointment Reminder AntiCoag (English),5f0f4fd8d27cbeda9ef9eaaa,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,10,10
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),5D-AR-No Live Transfer Dec2020,5fc5126e74410f1bc2acb13b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,9,5
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-V3-No Live Transfer,5fc8016cff1672b3e7914897,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,3,3
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),LGH Post Discharge - OB,60c7bd4dd27cbe39e50b62d0,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,1,1
Schneck Medical Center,5a944e9fd27cbe7a4c7adc33,Eastern Time (US & Canada),Schneck Appointment Reminders - 1 Day,60de13c9ff167283f6ec4139,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,696,661
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 3D,60f08737d27cbeb73ab327f2,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,378,322
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 1D,60f6d9c674410fb74f4978a7,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,392,380
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 3D Telehealth,60f6da8ed27cbe7c46bf0db8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,14,13
Stony Brook Medicine (Outpatient),60eee987ff1672d66efdeda2,Eastern Time (US & Canada),Stony Brook Appointment Reminder 1D Telehealth,60f6db8674410fb82f4959d1,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,6,6
Pipeline Health,61560dd1d27cbe068d5f443f,Pacific Time (US & Canada),Memorial Hospital of Gardena BPCI Post-Discharge,616efb5dff1672accc4ac240,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,4,2
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Appointment Reminder 2D,6176fb27ff16721f89f97caf,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,1926,1825
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Appointment Reminder 1D,6176fb4f74410f1a443c763b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,1189,1060
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Telehealth Appointment Reminder 2D,6176fe82d27cbe0f52f99bd8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,384,372
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Telehealth Appointment Reminder 1D,6176fea374410f150c46adf0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,191,177
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Covid Negative Outreach,61e862c3a8cd74ee686b5ecf,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,5,3
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 5D Appointment Reminder,622fff85d27cbe2de24d2d65,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,503,474
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 5D Telehealth Appointment Reminder,623000dcff1672a6ec36cc1a,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),17,136,102
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex CHF,52af8eca677aff565700002c,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,2,2
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex COPD,565c6b205241495cd1060000,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,2,2
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),Post Discharge,51c60947677aff7aa9000ba2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,15,15
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Obstetrics,524d8baf677aff4bd4000001,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,2,2
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Inpatient,517592101b85b06407000010,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,14,14
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 949 v2,5d2ca401d27cbe62810d3e75,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,23,23
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - English,5d35f068ff167297eeed8732,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,124,112
Decatur Morgan Hospital,52fe61815241497341ee0000,Central Time (US & Canada),High Risk,5aba5260d27cbe5f53fe5db7,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,3,3
Decatur Morgan Hospital,52fe61815241497341ee0000,Central Time (US & Canada),PD Inpatient,5aba518cd27cbe3bc2fe5e5f,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,58,57
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 760 v2,5d2ca231d27cbe62810d3537,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,17,17
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai Inpatient Program,5af33d36ff16723c4cafb73e,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,89,89
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Cantonese,5d38850bd27cbeeff94e2e3b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,125,118
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Cedars-Sinai OB PD Outreach Program,5c40e17274410f160b652d32,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,12,12
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Mandarin,5d43187bd27cbe7ffa05a829,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,291,282
Cedars-Sinai Medical Center,5acfa72aff16722d8f9117b0,Pacific Time (US & Canada),Marina Del Rey Inpatient Program,5d026446ff1672016a6ac3ae,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,10,10
Providence Health & Services,51c0c559677affbffc001ed2,Pacific Time (US & Canada),PHS SJH High Risk Inpatient Care Call 714 v2 (SYM),5d251d81ff1672e3740f28da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,49,49
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-HRH&CHA-Inpatient PD,5ef4e58a74410f5a4b97a459,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,24,24
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-North South East CHVH-Inpatient PD,5eebd0ce74410fc09cafdea9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,41,41
Enloe Medical Center,5d545ea4d27cbe2f767a217c,Pacific Time (US & Canada),2D-AR-Telehealth,5fc8197b74410f1abdae71ad,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,8,8
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-North South East CHVH-ED PD,5ef2587eff16723978888fd2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,292,292
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-HRH&CHA-ED PD,5ef4eb3cff1672caaa276197,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,91,91
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - Surgery - Puget Sound,602d734bff167245043971fc,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,63,63
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - Inpatient - Puget Sound,6001daf274410fe385afe3f2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,33,33
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - ED - Inland Northwest,600066a5ff1672df0396a27d,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,199,198
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - Surgery - Inland Northwest,6001db9374410fe385afe5d2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,72,71
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge,6034015a74410ff2b7727257,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,86,86
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - Inpatient - Inland Northwest,6001db1c74410fe4ceaf4413,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,20,20
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - ED - Puget Sound,60005867d27cbe2bd41c6b2b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,494,469
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),LGH Post Discharge,605ba19474410fcaf5e7cf98,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,20,20
MultiCare Health System,5ca64c89d27cbef492462703,Pacific Time (US & Canada),Multicare - OCED - Puget Sound,606b1636ff167219a3cbb091,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,249,243
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge - OB,60c131f4d27cbe07e333cc79,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,20,20
Clark Memorial Health,60a6a42774410f5af7470ae0,Eastern Time (US & Canada),Clark Memorial Hospital Post-Discharge Outreach,60e89dfb74410fd36f263819,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,1,1
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-CHF-PD,61410c3174410fc734d99ebe,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,31,31
Schneck Medical Center,5a944e9fd27cbe7a4c7adc33,Eastern Time (US & Canada),Schneck Appointment Reminders - 5 Days,61533100d27cbe0808457c3c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,477,464
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Appointment Reminder 1D,6176fb4f74410f1a443c763b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,382,327
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Appointment Reminder 2D,6176fb27ff16721f89f97caf,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,519,501
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Telehealth Appointment Reminder 2D,6176fe82d27cbe0f52f99bd8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,77,71
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Telehealth Appointment Reminder 1D,6176fea374410f150c46adf0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,69,66
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 5D Telehealth Appointment Reminder,623000dcff1672a6ec36cc1a,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,37,37
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge - Generic Longitudinal ,6234a04fff1672a99e397310,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,19,19
UCSF Medical Center,520b9fed677aff2618000073,Pacific Time (US & Canada),Ad-Hoc Commercial ACO Longitudinal,6238e3a1d27cbe2e8e5a038a,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),18,2,2
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR PNE Care Transitions Call,5600649561706f3edee60200,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Oncology,549053665241492625fd0000,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,4,4
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Obstetrics,51e45ad2acc0db537e0005a2,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,5,5
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Post Discharge,5176c94f26a97afcc800003b,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,74,74
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),Saint Francis Pediatrics,51e449d1acc0db1f240000e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,30,30
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - PNE,58052acb4004121202ec0484,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),CHF Post Discharge,580cbe89677aff0dda134a30,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,24,24
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - English,5d35f068ff167297eeed8732,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,13,10
Saint Francis Health- Tulsa,5175aa7e1b85b034fb00007a,Central Time (US & Canada),St. Francis Vinita Inpatient,5db746e5d27cbeabfad01fdb,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,4,4
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Total Joint Discharge,591f0130d27cbe86e8f9b100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,26,26
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Cantonese,5d38850bd27cbeeff94e2e3b,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,7,7
Seattle Childrens Hospital,5978d9d4d27cbea259272282,Pacific Time (US & Canada),Seattle Children's Pediatric Inpatient,5a29d04dff167228829ac3f5,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,23,23
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - Mandarin,5d43187bd27cbe7ffa05a829,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,11,6
UC Irvine,5eb9b129ff1672391b6812ba,Pacific Time (US & Canada),UCI Health - Inpatient Post Discharge,5eb9b1b0ff167237a669e813,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,17,17
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),19,1,1
